G,Temp,Vmpp,Impp,Pmpp
630,25,30.1375071998449,35.3866493591986,1066.46539984124
620,25,30.1098083514373,35.4193825332387,1066.47082000206
610,25,30.1166417603183,35.4113561598398,1066.47112771293
600,25,30.1131805420305,35.4154252595121,1066.47109481248
590,25,30.1167292762176,35.411252700147,1066.47111090205
580,25,30.1100910552695,35.4190507311579,1066.47084260637
570,25,30.1167616099697,35.4112151408532,1066.47112471642
560,25,30.1524632660006,35.3687528244953,1066.45502030485
550,25,30.1217406382257,35.0389866631876,1055.43526849478
540,25,30.1079969077627,35.0549892057355,1055.43550660794
530,25,30.1167241613337,35.0448311623857,1055.43551339808
520,25,30.118659909604,35.0425725075588,1055.4353237128
510,25,30.1112371750164,35.0512228544978,1055.43568464614
500,25,30.1193195249163,35.041802877939,1055.43525760977
490,25,30.119917914745,35.0411036037059,1055.4351641857
480,25,30.1087213834365,35.0541468807551,1055.43554176671
470,25,30.1080198970783,35.0549603872886,1055.43544483178
460,25,30.1148063975568,35.0470685511145,1055.43568421871
450,25,30.1457994105884,35.0106237588863,1055.42324107497
440,25,30.099355921164,34.6982401407435,1044.39467983426
430,25,30.1215679240104,34.6726413511542,1044.39432156364
420,25,30.0948703269536,34.7033531474178,1044.39291288202
410,25,30.0804452359156,34.7197486029977,1044.38549645723
400,25,30.0935309419479,34.7048810016172,1044.39241025879
390,25,30.1265713838945,34.6668284149411,1044.39268089595
380,25,30.0808742562987,34.719262549539,1044.3857710241
370,25,30.104482646908,34.6923498836118,1044.39524505165
360,25,30.1059289835431,34.6906895670309,1044.39543649517
350,25,30.0967807129991,34.7011717439836,1044.3935564628
340,25,30.0760689766865,34.7246956973558,1044.38234298812
330,25,30.1120134205648,34.3169148038707,1033.35139912653
320,25,30.0911186253423,34.3406349404265,1033.34811966195
310,25,30.1038343987262,34.3262232066122,1033.35093894557
300,25,30.0859758569754,34.3464273170147,1033.34578303307
290,25,30.1081848927022,34.3212684709131,1033.35109687432
280,25,30.1229328110994,34.304379610846,1033.34852214396
270,25,30.1219666682076,34.3054898777264,1033.34882263341
260,25,30.1062855807773,34.3234317379175,1033.35103801406
250,25,30.0924292794847,34.3391494991899,1033.34842782203
240,25,30.1214461889784,34.3060878507758,1033.34897915151
230,25,30.1000486334865,34.3305227658748,1033.35040486585
220,25,30.1114021892135,33.9506607845895,1022.30200147433
210,25,30.1173560158751,33.943899693586,1022.30051163888
200,25,30.0697764209033,33.997204725057,1022.28834501814
1000,26,30.1418258284814,33.9158896345379,1022.28683818224
990,26,30.1079895327251,33.9545062721876,1022.30191943187
980,26,30.1058268793635,33.9569490767107,1022.30203025481
970,26,30.1056073038702,33.9571960742321,1022.30201015136
960,26,30.1414430164794,33.9163307167787,1022.28714962786
950,26,30.1060867614995,33.956655540453,1022.30201783123
940,26,30.1018041603074,33.9614835978399,1022.30192825567
930,26,30.0692416954192,33.997795926914,1022.28794283791
920,26,30.078523196184,33.6201078992566,1011.243195306
910,26,30.1052585214006,33.5904317978157,1011.24863311872
900,26,30.0914360005699,33.605817498529,1011.24730650382
890,26,30.0913352858906,33.6059295446332,1011.24729352158
880,26,30.1070548989663,33.5884152846972,1011.24826294566
870,26,30.1128649649998,33.581901351754,1011.24726067331
860,26,30.1029254807286,33.5930318424689,1011.24853422559
850,26,30.1129887203581,33.5817619530922,1011.24721890321
840,26,30.1035988657808,33.5922786175469,1011.24848049018
830,26,30.101709175723,33.5943891119771,1011.24853098481
820,26,30.1156177193818,33.5788062107134,1011.24649131505
810,26,30.0978028427513,33.2313830460029,1000.19161511054
800,26,30.0881312384181,33.2419967922282,1000.18956211163
790,26,30.1015907476816,33.2271701617626,1000.19067791295
780,26,30.1064315468993,33.2218082087916,1000.1900947022
770,26,30.106149531034,33.2221206619813,1000.19013238766
760,26,30.1062241057831,33.2220378381615,1000.1901164065
750,26,30.1061177229746,33.222155759655,1000.19013231117
740,26,30.1060941226266,33.2221819191963,1000.19013581835
730,26,30.106050731976,33.222229944571,1000.19014014063
720,26,30.1114546877145,33.2162289680731,1000.18897346888
710,26,30.1058789014589,33.2224204341799,1000.19016640477
700,26,30.0889369718191,32.8735142186552,989.129097367317
690,26,30.0982692865541,32.863304171144,989.128578589029
680,26,30.0977532329946,32.8638669123588,989.12855661015
670,26,30.0946827382337,32.8672193400082,989.128538525486
660,26,30.0917117256855,32.8704594785196,989.128390918438
650,26,30.0932432892672,32.8687904331764,989.128507129514
640,26,30.0944620040681,32.8674606080227,989.128544438345
630,26,30.0939556754372,32.868013037252,989.128527482755
620,26,30.0916777480123,32.8704965061807,989.128388281152
610,26,30.0922779179332,32.8698428359049,989.128445736838
600,26,30.0920063022612,32.8701386977051,989.12842084754
590,26,30.0866429832721,32.5082169435448,978.06311720319
580,26,30.0891777384275,32.5054502066228,978.062268734678
570,26,30.0958639690685,32.4982222890613,978.062077248139
560,26,30.0911527112052,32.5033130036663,978.062155213427
550,26,30.0984572445142,32.4954118382358,978.06176385602
540,26,30.0991281475878,32.4946843406337,978.061668084149
530,26,30.1021689822777,32.4913838238431,978.061126333369
520,26,30.0893263097937,32.5052834363738,978.062080109382
510,26,30.0973376595628,32.4966249019929,978.061892471438
500,26,30.0888643990984,32.5057809677857,978.062035726496
490,26,30.0968752551016,32.4971256683273,978.061937389005
480,26,29.8919051158435,32.702768471663,977.548052180351
470,26,30.0890068081673,32.1377159329132,966.991953504372
460,26,30.0792136746073,32.1481402040644,966.990778439287
450,26,30.1088238198012,32.1164079209012,966.98726781528
440,26,30.0883106123277,32.1384481443196,966.991610364477
430,26,30.085878910466,32.1410427834986,966.991521240448
420,26,30.0904773019105,32.1361330446451,966.99158195107
410,26,30.0961609072624,32.1300453585752,966.991015069319
400,26,30.0912517908544,32.1353050803619,966.991556549092
390,26,30.0881797377149,32.1385885479317,966.991628746633
380,26,30.0879067021877,32.1388799962332,966.991622839471
370,26,30.0957287757627,32.1305086423441,966.991073527287
360,26,30.0866834132717,31.7721070711656,955.917326822731
350,26,30.0841827833451,31.7747391977162,955.917061917214
340,26,30.0826741712007,31.776329507281,955.916966924243
330,26,30.0877063323905,31.7710131763998,955.916914334025
320,26,30.0849160037928,31.7739630153574,955.917008424646
310,26,30.0840309661124,31.774897669742,955.917005441572
300,26,30.0819878695773,31.7770531519827,955.916927448856
290,26,30.0735815330027,31.7858960767758,955.915737264467
280,26,30.0856377510008,31.7732006084595,955.917003695991
270,26,30.0979117606356,31.7601835573898,955.915202211906
260,26,30.0982158750501,31.7598598649037,955.915118375211
250,26,30.0846652620975,31.405994311585,944.838826087372
240,26,30.0916848774401,31.398612529959,944.837153840369
230,26,30.0797939713492,31.4110644698941,944.83834767518
220,26,30.0808726635403,31.4099386395507,944.838364585939
210,26,30.074955704737,31.4161062078684,944.838002616955
200,26,30.0752635280531,31.4157857481791,944.83803531734
1000,27,30.0751933573127,31.4158587647192,944.838026834955
990,27,30.0751755207198,31.4158773251367,944.838024690888
980,27,30.0843032091277,31.4063513500457,944.838196707173
970,27,30.074754331809,31.4163155856904,944.837973250223
960,27,30.096159617643,31.3939009259372,944.835853287477
950,27,30.0682255530041,31.0545647534,933.755657455603
940,27,30.0755839297335,31.0469720868424,933.755814761921
930,27,30.0768521368487,31.0456604459563,933.75573872384
920,27,30.0746982943137,31.0478821571746,933.755688554433
910,27,30.0777679458361,31.0447142717128,933.755711809364
900,27,30.0807590869868,31.0416211238118,933.755526694903
890,27,30.0735952889798,31.0490188887871,933.755628181271
880,27,30.0797552707438,31.0426595769752,933.755603028426
870,27,30.079525402018,31.0428978991718,933.755635910388
860,27,30.0754292469902,31.0471283017094,933.755710560288
850,27,30.0705261983835,31.0521790035785,933.755362244001
840,27,30.0671467345026,30.6869700918082,922.669632587688
830,27,30.0763048471917,30.6776072880904,922.669068779038
820,27,30.0725804140981,30.6814111407719,922.669203748868
810,27,30.071573460121,30.6824382967995,922.669197177836
800,27,30.0712705236036,30.68274715371,922.669190066541
790,27,30.0726777089335,30.6813117390228,922.669199614952
780,27,30.0706599258811,30.6833699160922,922.66918212682
770,27,30.0753029802959,30.6786303805965,922.669103716948
760,27,30.070973424194,30.6830507382118,922.669203321963
750,27,30.0713657814279,30.6826500329535,922.669192284487
740,27,30.0753529816007,30.6785787608435,922.669085206207
730,27,30.0705098129253,30.3147180625922,911.579026977244
720,27,30.0700154469536,30.3152105970898,911.578850932142
710,27,30.0671081075589,30.3181422180863,911.578859691547
700,27,30.0666557965608,30.3185979203433,911.578847905289
690,27,30.0682556662058,30.31698457432,911.578843209072
680,27,30.0682370934039,30.3170033073708,911.578843407533
670,27,30.0704563748112,30.3147625096075,911.578743557912
660,27,30.0680885853013,30.3171530687904,911.578844126528
650,27,30.0661800666309,30.3190771691491,911.578833621717
640,27,30.0682098995641,30.3170307274436,911.578843444308
630,27,30.0704415703237,30.3147774604065,911.57874434052
620,27,30.0647474728515,29.951529410034,900.485168138357
610,27,30.0613160642194,29.954936164207,900.484803715743
600,27,30.0631975430031,29.9530605013644,900.484774870041
590,27,30.0612328268894,29.9550169011456,900.484737398745
580,27,30.0611024218178,29.9551466534679,900.48473161047
570,27,30.0609824785133,29.9552660182455,900.484726913683
560,27,30.0609697053814,29.9552787295472,900.484726405173
550,27,30.0610780616674,29.9551708626065,900.484729651399
540,27,30.0610776727726,29.9551712496403,900.484729636643
530,27,30.0609683395004,29.9552800888112,900.48472635062
520,27,30.1014704246798,29.9144758561988,900.469710255167
510,27,30.1074321041534,29.5408248263042,889.398377758643
500,27,30.0913466180736,29.5570351034344,889.410988300014
490,27,30.0946396066917,29.5537228169472,889.408637212089
480,27,30.094817051419,29.5535437781399,889.408493224222
470,27,30.0944657180938,29.5538971960931,889.408746003893
460,27,30.0944861111782,29.5538766349504,889.40872992199
450,27,30.0954745013245,29.5528818872205,889.408003277499
440,27,30.0943556906978,29.5540078593353,889.408824604513
430,27,30.0896720737423,29.5587133127269,889.411990501714
420,27,30.0888438884224,29.5595440087403,889.412505091939
410,27,30.095655378755,29.5526998141773,889.407869119278
400,27,30.014136667239,29.2630946848091,878.306523176215
390,27,30.0058704944271,29.2709204544515,878.299448408949
380,27,30.0058000290439,29.2709823218721,878.299242203773
370,27,30.0147106411819,29.2625312473114,878.306408016596
360,27,30.0385073535419,29.2390575908368,878.297646452986
350,27,30.0385354020112,29.2390305124679,878.297653169255
340,27,30.0385345642039,29.2390313210081,878.297652959943
330,27,30.0385341489604,29.2390317217618,878.297652856678
320,27,30.0385340979012,29.2390317710333,878.297652843801
310,27,30.0395503737343,29.2380503850305,878.297887370905
300,27,30.05423339457,29.2233535802899,878.285489074076
290,27,30.0909232192856,28.8194315949445,867.203303346927
280,27,30.0000235017034,28.9064485430712,867.194135642916
270,27,30.0760008673126,28.8340552156291,867.2130696734
260,27,30.0910511883513,28.8192764786384,867.202323729957
250,27,30.0207556259918,28.8863052521416,867.188710912349
240,27,30.0897862770263,28.8205232601212,867.203385289111
230,27,30.0387600359554,28.8700517124822,867.220555616878
220,27,30.0916701429199,28.8186651827531,867.201766638656
210,27,30.0482271895725,28.8609753827789,867.221145214401
200,27,30.0831324055287,28.827066882125,867.208469877999
1000,28,30.0248328721479,28.8824411382595,867.190468115888
990,28,30.0245291479663,28.5137376031561,856.111545783425
980,28,30.0505672935935,28.4890438547364,856.111929486892
970,28,30.0106173870458,28.5258566628418,856.078569946255
960,28,30.0503340505578,28.4892568830953,856.111686189167
950,28,30.0497637126583,28.4898006171959,856.111776767482
940,28,30.0496297453608,28.4899283171259,856.111797401504
930,28,30.0496049143633,28.4899519850913,856.111801181174
920,28,30.0496002466362,28.4899564341069,856.111801888993
910,28,30.0495993389935,28.4899572991961,856.111802025876
900,28,30.0495983425883,28.4899582492492,856.111802187048
890,28,30.0495989308012,28.4899576883808,856.111802091338
880,28,30.0039887508602,28.5328576658509,856.099540436088
870,28,30.0027303808845,28.1638026250737,844.990976660534
860,28,30.0870743401761,28.0843678391628,844.976462973741
850,28,30.0063879129186,28.1604271118828,844.992699712624
840,28,30.0821056791301,28.0891589303608,844.981047380993
830,28,30.0052786832816,28.1614474136693,844.992077771729
820,28,30.0913344279273,28.0802433487535,844.971993424922
810,28,30.0153703201786,28.1521335029706,844.996712394769
800,28,30.0156624860377,28.1518629731385,844.996817354908
790,28,30.0502023258532,28.1196027183667,844.999751009529
780,28,30.0114235598568,28.1557826832029,844.995119764884
770,28,30.0813846251706,28.0898532901273,844.981680884933
760,28,30.0493230437485,27.7504813788763,833.883179573383
750,28,30.0432286528974,27.7561654009882,833.884823669527
740,28,30.0312461516282,27.7672972678991,833.886539217711
730,28,30.053666961371,27.7463944698287,833.880898775057
720,28,30.0535576245578,27.7464971076496,833.880949704373
710,28,30.0535650569527,27.7464901351647,833.880946379268
700,28,30.0535708497263,27.7464846999373,833.880943760412
690,28,30.0535715094461,27.7464840809274,833.880943461861
680,28,30.0535704013918,27.7464851211519,833.88094397971
670,28,30.0243744240883,27.7736459844572,833.886346159419
660,28,30.0306285696673,27.7678676293506,833.886518948715
650,28,30.0115773385837,27.4150303396775,822.76830327885
640,28,30.0268682689485,27.4010612442829,822.768056411472
630,28,30.0690796136837,27.3619451753759,822.748507863626
620,28,30.0184702184989,27.408721644384,822.767894409067
610,28,30.0225690132466,27.4049848667702,822.768049469587
600,28,30.0067564080018,27.4193523440656,822.76582665355
590,28,30.0232053921165,27.4044040319848,822.768050900825
580,28,30.0069206639213,27.4192038500596,822.765874596623
570,28,30.0232376468098,27.40437458564,822.768050746865
560,28,30.0090128219352,27.4173111289121,822.766441210509
550,28,29.9825848772838,27.4410531274057,822.753704514495
540,28,30.0109429763501,27.0450797477248,811.64834609981
530,28,30.0437856681927,27.0152382963925,811.640029151968
520,28,30.0479835690114,27.0113819036488,811.637559617131
510,28,29.9781616135434,27.0741701175392,811.633847336159
500,28,30.0462527939399,27.0129698637944,811.638521242647
490,28,29.9987174893739,27.0559515260645,811.643846236602
480,28,29.9776041742823,27.0746608499324,811.63346611221
470,28,29.9978017393576,27.0567842267697,811.644048939214
460,28,30.0289104297287,27.0287977500862,811.645346660591
450,28,30.0317138564505,27.0262500060869,811.644606795698
440,28,30.0316775799964,27.0262829789051,811.644616608225
430,28,30.016684933541,26.6692920746391,800.523737605022
420,28,30.0066128527702,26.6782031358324,800.522513104482
410,28,30.0033447440379,26.6810978645696,800.522177380094
400,28,30.010618170285,26.6746372905869,800.52235455865
390,28,29.988043927833,26.6945895009086,800.518522588716
380,28,29.9878862405227,26.6947278467729,800.518461890739
370,28,29.9877825709632,26.6948188203636,800.51842255632
360,28,29.9877639683025,26.6948351449643,800.518415499937
350,28,29.987761585728,26.6948372355367,800.518414589088
340,28,29.9877619251092,26.6948369373349,800.518414706412
330,28,29.9877618709827,26.694836984926,800.518414688663
320,28,29.9917012657378,26.3205099020778,789.396870145011
310,28,29.9975947161363,26.3152782723207,789.395052455424
300,28,30.025781714555,26.2904031667335,789.389906671985
290,28,29.9809283664167,26.3297759316713,789.391126111239
280,28,30.0239369749101,26.2920381187901,789.390495420488
270,28,29.9823013574829,26.3285861384995,789.391603920939
260,28,30.0013034289035,26.3120235946069,789.395003690268
250,28,30.0262970363315,26.2899424176048,789.389620099054
240,28,30.0261851878566,26.2900423010751,789.389678728666
230,28,30.00223224408,26.3112089247282,789.395000782206
220,28,30.0070277521602,26.3069956076986,789.394747276167
210,28,30.0054502627133,25.9374456241833,778.264734618263
200,28,29.9975441946018,25.9442944470296,778.265119272534
1000,29,29.9951265072256,25.9463766128468,778.264848906461
990,29,29.990449066945,25.9504166510275,778.264648838641
980,29,29.9943810700699,25.9470189585975,778.2647742765
970,29,29.9871921078579,25.9532242618811,778.264321759348
960,29,29.9942116842232,25.9471654503574,778.264773123584
950,29,29.9929729306405,25.9482363703729,778.264751054455
940,29,29.9932746659547,25.9479755964941,778.264759091135
930,29,29.9887812809297,25.9518549720142,778.264502590143
920,29,29.9942085548357,25.9471681566346,778.26477309749
910,29,29.9904785620818,25.5792343569372,767.13347961619
900,29,29.9822038659331,25.5862441791635,767.131989143223
890,29,29.9536286374173,25.6103439628502,767.122732339738
880,29,29.9866111392962,25.582479083947,767.131852269496
870,29,29.9681495277318,25.5981439284309,767.129004879616
860,29,29.9684064783199,25.597926596641,767.129069250333
850,29,29.9671004271037,25.5990281677491,767.128647939193
840,29,29.9489855536431,25.6142212514052,767.119942226154
830,29,29.9682198866093,25.598084007721,767.12901021928
820,29,29.9682180667626,25.5980855428877,767.129009640902
810,29,29.9670484049379,25.5990720218762,767.128630401055
800,29,29.961289927454,25.2324034011405,755.995353868045
790,29,29.9664607552425,25.2280569277981,755.995577857884
780,29,29.9968455382093,25.2024321906466,755.993465610021
770,29,29.991873670974,25.2066548432907,755.994807727822
760,29,29.9908803898423,25.2074957767026,755.994990766543
750,29,29.9897332722351,25.2084672845333,755.995210065021
740,29,29.9895113216542,25.2086551842513,755.99525005178
730,29,29.9542879728211,25.2381703139828,755.991421492147
720,29,29.9802444651201,25.2164821880441,755.99630054791
710,29,29.9763714124206,25.2197406299183,755.996312047343
700,29,29.9914000384581,25.2070562933443,755.99490908562
690,29,29.971581801391,24.8522126320212,744.860123846187
680,29,29.9749626302365,24.8493508401178,744.858362818166
670,29,29.9570971211487,24.8641271639259,744.857072282321
660,29,29.9676963671758,24.8553736154703,744.858289601127
650,29,29.9778647950253,24.8469280291331,744.857849029076
640,29,29.9688684360302,24.8544038479977,744.858358976607
630,29,29.9835273670435,24.8422034914497,744.856888243546
620,29,29.9775500211381,24.8471911634903,744.857915988312
610,29,29.9727468438042,24.8511870687888,744.858338780828
600,29,29.9775682522124,24.8471761845161,744.857919946077
590,29,29.9659516453415,24.8568191805874,744.858241622481
580,29,29.943501202561,24.5033627580313,733.716472211898
570,29,29.953970250202,24.4948512204577,733.718044740714
560,29,29.9610638083185,24.4890537575637,733.718102235709
550,29,29.9625248145111,24.4878591887642,733.7180885976
540,29,29.9648075788406,24.4859895739254,733.717965960173
530,29,29.9634672396813,24.4870864256291,733.718011909583
520,29,29.9827487142234,24.471214566703,733.714277085301
510,29,29.9625838870214,24.4878088368187,733.718026482523
500,29,29.9610895231435,24.4890310310954,733.718051057689
490,29,29.9638079334754,24.4868077269305,733.718003633686
480,29,29.9639915582436,24.4866575682477,733.718000664575
470,29,29.9599264997823,24.1180940515742,722.576325099998
460,29,29.9596914768677,24.1182562032916,722.575514810667
450,29,29.9511205316791,24.1251614579303,722.57561867269
440,29,29.9584322287332,24.1192626327823,722.575294991228
430,29,29.950309641903,24.1258125240251,722.575555457053
420,29,29.9540362557673,24.1228124591285,722.575598991812
410,29,29.951504065213,24.1248515082211,722.575588021145
400,29,29.953232508179,24.1234594318683,722.575589264375
390,29,29.9460125235053,24.1292638428771,722.575237221761
380,29,29.9594656001108,24.1184276317708,722.575202962799
370,29,29.9460258345303,24.1292532237813,722.575240407278
360,29,29.9368830734693,23.7644056712527,711.432233890783
350,29,29.9510420811145,23.7531260578913,711.430878117921
340,29,29.9479218871096,23.7555993811248,711.430834647394
330,29,29.9434214028661,23.7591744185568,711.430971799044
320,29,29.9385735039739,23.7630152519144,711.430778795491
310,29,29.9460366741671,23.7570973353507,711.430908076167
300,29,29.9438261112862,23.758852989564,711.430962523117
290,29,29.9462627259147,23.7569173528699,711.430888606882
280,29,29.9462099078804,23.7569593239756,711.43089068875
270,29,29.9381801670495,23.7633263404975,711.430745350209
260,29,29.9340464437312,23.7665930646636,711.4303006069
250,29,29.6347345489932,23.9802295525168,710.647737212758
240,29,29.9304039047554,23.3971012345122,700.284690149403
230,29,29.9324490468796,23.395493247637,700.28440956151
220,29,29.9406227687405,23.3890906981151,700.283941496122
210,29,29.9401458029064,23.3894648701172,700.283988463268
200,29,29.9398778212501,23.3896750509351,700.284013303739
1000,30,29.9318684411392,23.3959436258015,700.284306663798
990,30,29.9369843040829,23.3919438845028,700.284256912348
980,30,29.9414976565809,23.3884044804605,700.283857942875
970,30,29.9343667448825,23.3939913867551,700.28431779775
960,30,29.9338901090432,23.3943635432904,700.284307475862
950,30,29.8775594993412,23.4363158006624,700.219919779642
940,30,29.917106311658,23.034845462788,689.135920582841
930,30,29.9265628339169,23.0275630762032,689.13581331198
920,30,29.9231576978471,23.0301832640669,689.135805620995
910,30,29.9233679418536,23.0300217314367,689.135813978664
900,30,29.9190210039069,23.0333624718857,689.135655586949
890,30,29.9234512904905,23.0299572128143,689.135802879729
880,30,29.9188213961765,23.0335156149823,689.135639810698
870,30,29.9235125864176,23.0299105299705,689.135817607644
860,30,29.9190531660873,23.0333378102177,689.135658536351
850,30,29.9189351076301,23.0334284041843,689.135649731033
840,30,29.9140940186836,23.0371382958805,689.135120904387
830,30,29.9118433794544,22.6661421537328,677.986094118904
820,30,29.9146830397535,22.663976494421,677.985673251028
810,30,29.9147660550868,22.6639101466937,677.985569931848
800,30,29.9167213252801,22.6624261242599,677.98548691423
790,30,29.9175925050114,22.6617642734552,677.985428977858
780,30,29.9102558598835,22.6673248797975,677.985486813845
770,30,29.9138204121778,22.6646263718502,677.985562996637
760,30,29.9163320835298,22.6627215192692,677.985502887015
750,30,29.9165580083322,22.6625500751699,677.985493940554
740,30,29.9166067247947,22.6625131024983,677.98549188295
730,30,29.9166165546432,22.6625056421387,677.985491463301
720,30,29.9172305692259,22.2892407707437,666.832355351329
710,30,29.9036959354117,22.2993775226062,666.833804984971
700,30,29.9023125389285,22.300406131007,666.83371387441
690,30,29.9027255061645,22.3000984413962,666.833722453516
680,30,29.9026335362967,22.3001670256582,666.833722366463
670,30,29.9022232591504,22.300472331769,666.833702449061
660,30,29.9023779581037,22.3003574863413,666.833718157403
650,30,29.9021067006168,22.3005592048698,666.833700827438
640,30,29.9024430310957,22.3003090281845,666.833720291114
630,30,29.9025020623175,22.3002643564142,666.8337009079
620,30,29.9023665130205,22.3003660176134,666.833718033183
610,30,29.88968637949,21.9375620462151,655.706849491974
600,30,29.875720923095,21.9472964902618,655.691304959484
590,30,29.8734296986512,21.948959069335,655.690685716352
580,30,29.8715830289542,21.9502995838268,655.690196528702
570,30,29.8723413119325,21.9497488148921,655.690388309641
560,30,29.8707378497257,21.9509123861836,655.689949449989
550,30,29.878734356768,21.9450991794462,655.691788815601
540,30,29.8897667254934,21.9366143725883,655.680286343771
530,30,29.8883258516082,21.9376701616972,655.680234217907
520,30,29.8782510948921,21.9454511277231,655.691699184792
510,30,29.8706795556313,21.9509546440528,655.689932112695
500,30,29.9064120509775,21.552371858864,644.554113487078
490,30,29.8924573382582,21.5625450236451,644.557457223582
480,30,29.8752386951738,21.575002270536,644.558342681179
470,30,29.8978667255746,21.5586005702938,644.556166640541
460,30,29.8980949689493,21.5584341991489,644.556113068
450,30,29.8716123348908,21.5776086251059,644.557959963161
440,30,29.8977214159099,21.5587066809226,644.55620643354
430,30,29.8982551104382,21.55831735632,644.556072071042
420,30,29.8716078493035,21.5776118455942,644.557959376076
410,30,29.8978906451041,21.55858325839,644.556164722718
400,30,29.8983575751481,21.558242588959,644.556045616482
390,30,29.8487716660219,21.2198863424716,633.387542215371
380,30,29.8661095556883,21.206981722074,633.37003945694
370,30,29.9343396928915,21.1587355132028,633.372776324258
360,30,29.8390807724142,21.2266432016879,633.383521022382
350,30,29.849802835729,21.2191318755209,633.386902829631
340,30,29.9235543721809,21.1666822968493,633.382368588449
330,30,29.8379009483581,21.2274663370463,633.383037949393
320,30,29.9345837015813,21.1585539145777,633.372503160347
310,30,29.9077875660418,21.178205651889,633.393275666642
300,30,29.848622035308,21.2199608566528,633.38659121426
290,30,29.9069706528507,21.1788000331917,633.393751055258
280,30,29.8525718614789,20.8440549956915,622.2486496435
270,30,29.8571386407117,20.8408328542916,622.247635918485
260,30,29.851932247641,20.8444503309184,622.247119017894
250,30,29.8219944817765,20.8651153732501,622.239355522694
240,30,29.8200056775674,20.8664724587492,622.238327190705
230,30,29.854468783705,20.8426813342059,622.247179260762
220,30,29.8333525724048,20.8569077892345,622.231483646369
210,30,29.8544480375523,20.8426958008466,622.247178748886
200,30,29.8436016088863,20.8502372992958,622.246175410923
1000,31,29.8264574250315,20.8616505457036,622.229131817312
990,31,29.8544477703843,20.842695987173,622.247178743054
980,31,29.8242485890324,20.8621772116515,622.198759268741
970,31,29.8911333331014,20.4433176108772,611.07393247767
960,31,29.8192616025089,20.4929620288103,611.084995747376
950,31,29.8153967272183,20.4955718517731,611.083605911825
940,31,29.8733826642333,20.4557817884133,611.083397061325
930,31,29.8737395567082,20.4555323200496,611.083245022988
920,31,29.8128104948783,20.4973147821846,611.082561255135
910,31,29.8737573216874,20.4555199032085,611.083237477397
900,31,29.8737587512116,20.4555189040321,611.083236869905
890,31,29.8128172504535,20.4973102326915,611.082564093082
880,31,29.8737588690539,20.4555188216748,611.083236820106
870,31,29.8059162497664,20.5015690815625,611.068051033852
860,31,29.8263326769916,20.114165352409,599.93178732097
850,31,29.850439213299,20.097789987974,599.927858357666
840,31,29.8292124580989,20.1121898921363,599.930785290164
830,31,29.8064080800775,20.1274559479799,599.927165599271
820,31,29.8199739414897,20.1183984028343,599.930116117026
810,31,29.8275368821379,20.1133178917555,599.930731238499
800,31,29.8258974598021,20.1144219666596,599.930687040781
790,31,29.8060381294182,20.1277017648062,599.927046259373
780,31,29.8267422677115,20.1138526492675,599.930698980428
770,31,29.822884296583,20.1164469483556,599.930469799158
760,31,29.8219140023111,20.1170980723101,599.930368688492
750,31,29.8181362075301,19.7454377889795,588.772153469104
740,31,29.8365327916846,19.733153532403,588.768882452889
730,31,29.825598314701,19.7404579917095,588.770970608956
720,31,29.8297553906385,19.7376831572958,588.77026056006
710,31,29.8315677630689,19.7364546087059,588.769383062342
